value,anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
2328.20150528,0,0,2626,12.3914922157,415.432386195,-367.887591528,-357.734781604
-401.77349343,0,0,168,-65.528468896,-204.6,-255.583973636,-44.0610508976
-743.24871821,0,0,-523,26.4895661733,2.41008386774e-11,-386.4,139.661715616
-159.773701049,0,0,-69,4.70409789993,-104.615868777,56.2,-47.0619301715
276.834022542,0,0,87,-16.1434945713,418.290270028,-202.0,-10.3127529149
-742.182221794,0,0,130,-62.5442770139,-831.6,272.377532113,-250.415476893
1295.71183833,0,0,696,-14.7715960989,681.8,-391.525024743,324.208459174
2263.10481711,0,0,2160,-14.6309078487,-3.780353325e-12,99.4,18.335724958
1138.38106661,0,0,1779,-39.6780122804,-392.742520616,-320.862412102,112.664011613
-2864.6034005,0,0,-2736,-34.1382949808,-91.0,-32.2488530198,28.7837475016
1086.48932892,0,0,0,11.5200791177,8.51766341743e-13,694.4,380.569249802
2037.59170136,0,0,2010,-11.3352380103,30.35,55.444142429,-46.8672030546
73.8154846298,0,0,0,29.0386827528,-8.43839678426e-12,-3.15989110351e-12,44.7768018769
2455.41829991,0,0,1419,200.986684997,585.433172958,467.653718044,-217.655276087
141.795051715,0,0,0,50.1353934978,153.0,42.6533786329,-103.993720416
-1869.61679072,0,0,-1798,1.00395658694,-80.0207473097,21.4,-14.0
166.72985124,0,0,359,-25.8964092904,-3.8022643225e-11,-1.79137607771e-11,-166.373739469
478.558250116,0,0,342,-1.96667607425,45.1,78.6263622599,14.7985639302
225.024329429,0,0,457,92.4843946528,-3.71622170808e-11,1.73522977552e-11,-324.460065224
340.320230026,0,0,280,-13.5960618046,-575.300675734,324.8,324.416967564
77.7225439873,0,0,0,-1.90383748202,40.7,20.291413136,18.6349683333
1479.02143139,0,0,1446,5.48655983973,45.9,12.8633065416,-31.2284349936
1039.82277073,0,0,1086,-1.11285412481,-60.7,40.5879292401,-24.9523043886
-1134.92280602,0,0,-1008,1.25792838725,-104.702471318,-76.1236329927,52.6453699035
204.849624422,0,0,0,-27.9071009359,1.07152274336e-11,190.5,42.2567253583
-212.433851482,0,0,-420,19.4033323363,-2.86556449053e-13,166.2,21.9628161815
-3298.47148588,0,0,-3144,-15.9543763477,-85.0,-27.1242359267,-26.3928736051
-1035.57843307,0,0,-593,237.257158398,-734.389542409,-162.0,216.553950943
-1498.08593538,0,0,-1018,-4.2292806691,-911.0,404.465078839,30.6782664523
1010.44203835,0,0,1165,-29.1655610402,-1.69254484561e-11,7.52742980604e-12,-125.392400605
-851.37504157,0,0,-840,-264.68844189,1.15375075709e-11,-4.73080175797e-12,253.31340032
1125.97999485,0,0,1200,-6.39796720945,-146.1,-72.0552221565,150.533184217
-1023.52183128,0,0,-1122,32.537912678,93.2,-23.6880771697,-3.5716667877
-676.388725244,0,0,276,-13.7529039938,-304.85,-547.003795427,-86.7820258229
2162.10427846,0,0,2160,27.6439949068,91.8,-96.0130271331,-21.3266893164
1438.6513116,0,0,0,507.859504848,356.4,320.687374328,253.704432425
2395.93146464,0,0,3170,27.5169666336,-562.5,-177.554512756,-61.5309892422
-911.751107394,0,0,-840,68.8272240796,-5.76308986504e-12,-2.36307846363e-12,-140.578331474
1239.4255875,0,0,390,104.194679375,321.295424804,183.5,240.435483326
143.604291302,0,0,0,74.0666216647,483.761790554,-237.637370798,-176.586750118
16.2294817646,0,0,305,6.09918933863,453.450901422,-387.979380895,-360.3412281
-149.940366801,0,0,238,-21.6072509581,-300.4,-188.938931933,123.00581609
-617.114092206,0,0,-435,82.0236559482,-734.389542409,280.592230826,189.659563429
-140.584293018,0,0,0,-2.99044149798,-71.1006856507,-32.7,-33.7931658695
619.75894217,0,0,-373,51.5708389309,462.457565621,264.3,214.430537618
-1653.8987553,0,0,-2460,32.9268147541,720.0,410.121933088,-356.947503143
50.717529697,0,0,0,4.48513762848,48.05,12.2939046424,-14.1115125738
369.729593979,0,0,-840,304.957990367,326.8,517.736242891,60.2353607208
460.501104471,0,0,373,-41.5793511015,-5.82638134988e-12,1.82846074653e-12,129.080455573
1263.88306206,0,0,1263,0.88306205954,2.80999786257e-12,-9.48135333221e-13,4.72101341071e-14
2938.65265802,0,0,2808,-48.6505991053,-239.85,109.94633036,309.206926764
-4748.00428854,0,0,-4596,19.169164882,-91.0,-120.354357956,40.1809045347
908.348110431,0,0,0,-100.340245937,616.7,366.281312655,25.7070437133
2174.99601875,0,0,2940,-58.3953102347,-437.5,-540.918462722,271.809791702
196.628978276,0,0,141,-104.267735632,769.290366182,-378.9,-230.493652273
903.918363569,0,0,586,27.2339952467,277.128129211,126.439708953,-112.883469841
380.861661346,0,0,456,141.924783046,-440.55,358.165296388,-134.678418088
-18.1353521266,0,0,0,-55.1909550277,330.6,-152.310800668,-141.233596431
-2530.32710069,0,0,-2648,27.1624916703,84.5,41.9314321244,-35.9210244843
-517.73994887,0,0,0,114.97518056,-423.9,119.263815983,-328.078945413
397.239503842,0,0,914,78.5051491467,-392.4,-169.705627485,-33.1600178203
379.779706434,0,0,165,-3.48499328098,2.43031157291e-13,148.8,69.4646997153
13.7602904219,0,0,0,99.6917301277,165.3,-208.060422983,-43.1710167231
-11.1554271282,0,0,0,12.1159132893,-306.919403101,256.34351952,27.3045431635
4595.99531283,0,0,4512,-5.82268245413,220.5,-105.217489041,-25.4645156767
527.443857621,0,0,448,91.857920367,998.0,-659.023520066,-351.39054268
4538.9922404,0,0,3717,11.1800413778,-7.60187094444e-13,702.4,108.412199024
-1105.33084406,0,0,-853,122.636340504,-449.467184564,251.0,-176.5
-212.730071424,0,0,-306,-46.4402630324,282.8,99.8006237915,-242.890432183
122.872919308,0,0,0,40.5651739974,-6.56724193924e-12,-1.61300679209e-12,82.3077453106
320.974649932,0,0,0,-27.2082797338,317.225105406,-176.4,207.357824259
834.400919005,0,0,765,16.3195522426,84.9570921113,-30.0,-1.87572534902
-32.7472229444,0,0,0,96.1162475736,-1.49896768216e-12,-4.62034744382e-13,-128.863470518
-556.798820194,0,0,0,236.601135826,-394.8,-174.340508781,-224.259447239
1752.59316022,0,0,2196,28.7693651556,-397.0,-191.526093376,116.34988844
107.611362719,0,0,222,6.10456799937,-81.2,-26.9407683632,-12.3524369171
1200.30395319,0,0,1157,43.3039531895,1.60726886604e-11,-6.7106768741e-12,4.10452621202e-13
54.5398049601,0,0,0,54.6136183756,-177.2,285.914044582,-108.787857997
-596.053265617,0,0,-420,-16.0745790796,-250.454546774,83.1,7.37586023698
-1579.99831825,0,0,-529,55.9465185524,-667.878791399,-221.6,-217.4660454
1829.41311039,0,0,1977,7.52171192058,-190.958601534,74.4,-38.55
-1793.20360529,0,0,-2034,17.989881754,91.0,120.354357956,11.4521550012
-655.767519346,0,0,-616,19.9247615316,403.2,-273.22606025,-189.666220627
-1509.18000169,0,0,-183,21.2165159727,-662.509433895,-408.417580425,-276.469503347
679.128189975,0,0,0,93.4522597834,238.7,79.8974392231,267.078490969
-110.644242455,0,0,0,3.93526954002,-150.168805016,116.393814269,-80.8045212472
-241.811629672,0,0,0,-3.20489968787,-86.7,-129.820431053,-22.086298931
-216.015110275,0,0,-373,-2.46416885643,267.0,-186.888322268,79.3373808491
-1119.66511001,0,0,524,-210.182282152,-770.4,-467.821846433,-195.260981428
-1949.28704367,0,0,-1532,-19.9333957237,-124.05,-161.116427825,-112.187220118
-1527.91740231,0,0,-840,-69.5020107024,-566.034203914,268.0,-320.381187697
-1276.87621065,0,0,-1012,-30.9534682304,-153.0,-58.2655987698,-22.6571436501
-528.726326119,0,0,0,-13.4088556607,-429.461997737,161.55,-247.405472722
775.593129541,0,0,868,7.8698878367,-40.0,-35.2562926596,-25.0204656362
-402.317051208,0,0,0,-49.6535671,-133.35,-184.008869908,-35.3046142002
571.913157946,0,0,5,40.8985668179,260.154031297,231.401987891,34.4585719399
-747.090173451,0,0,240,44.5650694852,-453.5,-191.784912421,-386.370330516
2182.55353905,0,0,2570,-86.9886222333,-1.59801831918e-11,7.07565334573e-12,-300.457838712
-309.140361852,0,0,-560,-265.43866738,569.498305529,-270.4,217.2
1331.6840613,0,0,2076,-167.656586751,-340.9,-534.833130016,299.073778071
184.211714058,0,0,0,16.0048894068,177.2,76.6104373503,-85.6036126996
688.915753244,0,0,582,-3.3366975553,62.5,14.4421027167,33.3103480823
-141.137981501,0,0,-186,-27.7322587066,-235.35,268.623972291,39.320304915
-1464.37376072,0,0,-1474,36.1417861902,-248.1,117.945411102,103.639041986
36.6191847663,0,0,0,0.185837683255,-3.88877142905e-13,1.87272530736e-13,36.433347083
478.192728299,0,0,725,-19.2943103028,-1.23590743468e-11,6.11291143569e-12,-227.512961398
-198.464105939,0,0,0,-74.113925264,7.05440241384e-12,-111.8,-12.5501806751
-914.230774033,0,0,0,26.2272572492,-765.0,-333.471558008,158.013526725
363.893878021,0,0,320,28.5132737451,371.0,-259.508188695,-96.111207029
-1486.08384899,0,0,-1362,-4.70271069298,277.2,-248.049752191,-148.531386109
1002.60285243,0,0,-139,-48.3160523706,449.467184564,434.7447527,305.706967536
1693.25437964,0,0,1680,13.254379641,1.4988998521e-12,6.12900934289e-13,-1.64004699342e-13
4707.66857668,0,0,4716,1.37181394861,-110.25,38.5122739113,62.03448882
-2020.53287592,0,0,-1857,16.566806346,5.52869233739e-12,-124.6,-55.4996822628
1803.24545534,0,0,1688,-10.2156698345,453.5,-261.98306243,-66.055812391
-57.5934044087,0,0,0,-3.82367811151,-157.097008246,74.1,29.2272819493
2918.71202747,0,0,2956,-32.9098091849,100.65,-43.015725296,-62.0124380478
228.588650916,0,0,33,44.2749447443,-365.289515316,298.778764306,217.824457183
-234.244629191,0,0,-188,-2.46782215716,-40.0,9.44689514624,-13.2237021801
1321.66891022,0,0,0,-25.7276074453,662.509433895,408.417580425,276.469503347
281.114764613,0,0,-420,66.0804885409,386.4,670.738893775,-422.104617703
2231.16491449,0,0,1890,69.7507141714,437.516033992,-117.0,-49.1018336748
-42.9268177323,0,0,0,-45.99811003,-84.0044641671,41.55,45.5257564648
-514.487497392,0,0,-540,53.5451983564,-210.9,89.2925705604,93.5747336908
3107.94254932,0,0,2134,329.525355835,486.5,-116.468570296,274.385763779
272.510285137,0,0,0,22.9774450395,366.15554072,-340.694393849,224.071693227
1996.60455287,0,0,2370,25.0954466789,-220.5,-105.217489041,-72.7734047668
-423.892792711,0,0,-651,-48.2124351116,-1.83050406362e-12,-8.85272678168e-13,275.3196424
1404.74649092,0,0,1506,20.1774046027,-397.0,261.629509039,13.9395772749
-105.925420145,0,0,314,-17.2711778677,-289.8,-171.40268376,58.5484414822
492.641901162,0,0,504,55.5762656148,-568.805485206,453.10449126,48.7666294928
-126.369711894,0,0,0,32.1300706912,-195.0,360.773296119,-324.273078704
344.335025924,0,0,0,-50.6574464429,-308.35,500.349578018,202.992894349
2523.04597155,0,0,2160,39.3894834809,183.6,70.2864140499,69.7700740164
208.191664461,0,0,474,39.0346785161,146.1,-268.913750039,-182.029264016
38.7015394717,0,0,0,189.896632363,-765.0,333.471558008,280.333349102
-1642.3699826,0,0,-1774,41.9429156459,-424.0,312.959967718,200.727134036
747.777302591,0,0,607,-13.7976227602,2.57609918963e-12,278.4,-123.825074649
-282.598646235,0,0,-63,-18.4450176403,-178.40123318,-149.995599935,127.24320452
525.530690243,0,0,-471,61.202476651,648.479822354,475.447946678,-188.59955544
-32.1086846993,0,0,0,15.1386015423,266.7,-134.703841816,-179.243444426
-193.817240174,0,0,-418,0.199846294522,217.545581431,-205.767635939,212.20496804
1342.70577042,0,0,-156,10.4640740688,493.5,813.309545735,181.432150617
1171.54522357,0,0,1943,-3.09069398088,-481.943137206,-171.85,-114.570945241
-946.835958236,0,0,280,-29.0591058626,-597.124515909,-297.652931281,-302.999405184
46.6859179504,0,0,0,-32.3855893729,312.202158064,-151.55,-81.580650741
-332.406297752,0,0,-109,-4.57166580962,-1.9006028464e-12,3.96785562924e-13,-218.834631943
-213.627220457,0,0,0,123.138614644,-7.9924537935e-12,-296.0,-40.7658351008
55.7576976696,0,0,240,-19.5225637369,-481.5,798.820658341,-482.040396935
90.4269595005,0,0,0,-37.1647065682,133.35,184.008869908,-189.767203839
1724.14750106,0,0,1833,1.84902402719,-108.253175473,27.9,-30.3483474938
-931.34317192,0,0,0,-29.7931857452,-683.813658828,336.8,-554.536327347
1407.23382276,0,0,219,34.6427499127,720.186725787,192.6,240.804347058
-793.861552249,0,0,-746,84.6174327656,-265.003773558,82.4,50.1247885431
-1689.09377944,0,0,-1139,36.168340963,-585.606378039,-306.6,305.944257634
1075.96141532,0,0,1605,23.6538883552,-253.052622986,-241.101472414,-58.538377638
1958.72985489,0,0,694,16.5134286404,550.099336484,512.68703904,185.43005073
-479.794753908,0,0,-514,9.09464985271,47.9,-10.3527618041,-12.4366419563
-642.535546801,0,0,-542,-26.333822407,-80.0,25.8093975133,-20.0111219076
597.882984193,0,0,0,67.6200386829,211.4,101.819412343,217.043533167
797.75064005,0,0,863,-4.78479752666,-78.1154914214,-40.7,58.3509289977
-422.862061001,0,0,0,36.9123546434,-429.461997737,-279.812807963,249.500390055
685.589563809,0,0,560,18.9071118651,85.823117515,53.8667801154,-33.0074456867
723.348109177,0,0,949,-88.7778953191,-339.828368445,120.0,82.9543729413
-925.108634094,0,1,-1122,8.22862420581,186.4,47.3761543395,-45.1134126397
-231.509730805,0,0,-373,-15.8170303412,462.457565621,-457.78102844,152.630762356
566.776635993,0,0,1064,-441.952176149,554.4,-332.62302987,-277.048157987
154.812950764,0,0,136,14.7097031944,317.6,-153.220874701,-160.27587773
-468.146012928,0,0,-468,0.895438169686,138.6,-124.024876096,-15.6165750017
14.0625204188,0,0,261,32.650987802,-142.201371301,-113.276122815,-24.1109732668
1121.00443829,0,0,1188,-11.7936988704,-30.35,-55.444142429,30.5922795889
1515.63460397,0,0,1944,39.1309755354,-258.0,-62.7377365328,-146.758635029
1615.29107416,0,0,1372,-44.5626424296,238.5,-76.2480906872,125.60180728
256.329023244,0,0,228,-0.298912334824,20.1,7.71280754406,0.815128035224
-418.707642517,0,0,0,-200.715835764,356.4,-320.687374328,-253.704432425
2908.06796157,0,0,2960,85.9205126462,783.9,-514.844447382,-406.908103696
663.591864475,0,0,504,-133.085032511,-406.0,368.017739816,330.659157171
292.612962905,0,0,327,-2.01921372036,-2.75545529808e-13,6.15017622532e-14,-32.3678233742
261.260255534,0,0,0,12.5371195051,90.7,143.150207456,14.872928573
2982.96167605,0,0,3318,18.1671177726,-281.25,-64.9894622252,-6.96597949368
268.484160519,0,0,280,38.7255567411,295.5,-76.2480906872,-269.493305535
-867.918039774,0,0,-828,406.444496153,481.5,-214.0433503,-713.819185628
-2976.13909479,0,0,-2241,-14.7469055031,-662.509433895,235.8,-293.682755389
-1366.64660462,0,0,-1446,-11.4216938279,93.6,36.2864301234,-39.1113409143
-1668.00551745,0,0,-1862,-21.9776735574,208.0,-78.9398087563,86.9119648588
-699.604559901,0,0,-334,-43.762027063,-212.262826468,-100.5,-9.07970637075
1181.32222504,0,0,835,-33.0770623954,407.5,135.621179634,-163.721892199
-2141.19251088,0,0,-2134,-5.63629399707,-73.1791466198,29.65,41.9729297353
30.5978177071,0,0,0,30.5978177071,1.14536352573e-12,-3.29012441358e-13,6.21630715247e-14
-38.3526652806,0,0,0,11.5149426509,-48.05,12.2939046424,-14.1115125738
-12.5711380794,0,0,0,106.894636421,-422.8,278.175807719,25.1584177804
250.687947287,0,0,0,71.1794389123,-2.17539566167e-11,-9.13616793208e-12,179.508508375
-14.7518237078,0,1,0,-3.63883057793,86.7,-47.5175756957,-50.2954174342
-98.5731388384,0,0,0,-26.1524950616,-48.05,-12.2939046424,-12.0767391345
596.686181885,0,0,0,-69.1782157491,7.26115464004e-12,373.5,292.364397634
-368.122656406,0,0,0,19.6108847285,-720.533135949,305.0,27.7995948141
1800.80024383,0,0,1680,16.6383026337,-286.5,121.282604535,269.379336666
3628.7577354,0,0,3429,48.3851068273,446.869108353,-121.2,-174.296479775
85.0086190119,0,0,-272,-202.761172676,998.0,-659.023520066,220.793311754
662.805334614,0,0,185,-50.7450602669,720.186725787,-333.592985538,141.956654632
586.806978948,0,0,-373,-22.0842870904,534.0,373.776644535,74.1146215027
-1070.93384064,0,0,-1122,17.8818106242,46.6,-32.3585151807,18.9428639198
362.210621675,0,0,504,-203.93058357,328.4,-135.414124398,-130.844670357
-136.677139071,0,0,936,-246.009957654,-392.0,-128.115427326,-306.551754091
-463.217541619,0,0,-588,-1.13230469338,45.55,55.2509572637,25.1138058108
385.24736992,0,0,0,68.9880101111,222.25,82.17504682,11.8343129885
589.136864302,0,0,633,30.3377215472,-163.0,54.2484718535,34.5506709012
311.076945153,0,0,27,8.88924211216,142.201371301,65.4,67.586331739
536.569014028,0,0,420,-11.4233160754,142.5,-230.856272483,216.348602587
-761.723328189,0,0,504,-122.65442093,-568.805485206,-261.6,-312.663422053
-645.369242353,0,0,-613,4.89996544798,-82.9652336826,20.0,25.6960258812
-75.377391092,0,0,472,158.82632356,-486.5,-434.66662183,214.962907178
1179.63080123,0,0,1440,-31.1804682135,-226.75,-95.8924562105,93.4537256546
40.416731289,0,0,68,29.4541436545,-141.3,39.7546053277,44.5079823068
524.653051429,0,0,774,55.1430087386,304.85,-547.003795427,-62.3361618817
814.946102192,0,0,540,30.1518998852,142.5,230.856272483,-128.562070177
-203.417740411,0,0,0,-55.1043081866,-3.83158265639e-11,9.41090477008e-12,-148.313432224
-2115.91586658,0,0,-1383,-11.4782082482,-407.638157561,-139.05,-174.749500768
-4734.53099191,0,0,-4605,45.2296362766,-157.616623489,-62.3,45.1559953047
-270.95556814,0,0,-94,-47.9509625112,-172.512260434,-53.2,96.7076548048
2902.65124597,0,0,3003,95.7220285916,-681.99500548,252.0,233.924222856
2338.05669086,0,0,2355,-7.28946160896,-687.624170605,640.8587988,37.1115242779
300.949793429,0,0,0,-24.2643845832,366.3,-249.467272403,208.381450415
-329.889953078,0,0,-123,222.650574689,-413.440527767,-154.35,138.25
249.26050562,0,0,168,-22.3476372165,204.6,-255.583973636,154.592116473
-1280.44660416,0,0,-1165,32.8646859578,203.75,-253.072566488,-98.988723634
773.864027783,0,0,0,55.0405472527,354.4,209.303607231,155.119873299
1690.91773971,0,0,840,-128.178371268,472.243652684,314.627029195,192.225429095
1226.55907257,0,0,1161,222.624986131,1.91134828219e-12,4.41987012839e-13,-157.065913561
206.642326392,0,0,-336,184.035279476,397.505660337,181.75,-220.648613421
678.310315543,0,0,807,-37.9530315094,343.379072601,-178.5,-255.615725548
-11.0185812452,0,0,0,-5.42312574363,-84.1776692478,50.7490886618,27.8331250845
-1875.69010732,0,0,-1950,12.7052240548,252.792815365,-109.2,-81.9881467365
-3.26284443901,0,0,-18,-9.10602193752,208.0,-294.607377018,110.450554517
-459.917451102,0,0,20,-37.88313783,-261.8,-432.734770178,252.500456906
1018.57106783,0,0,-230,173.601818029,8.32742531168e-12,694.4,380.569249802
68.5921232375,0,0,14,-6.6345893017,45.1,-21.0678702713,37.1945828105
-191.117071871,0,0,-177,35.268962963,-162.119955588,70.1,42.6339207547
659.15650777,0,0,0,21.3045996402,271.8,519.861279709,-153.809371579
160.557061,0,0,504,-10.0401963972,-284.402742603,-130.8,81.8
-1705.11070355,0,0,-1206,49.8305375741,259.5,-484.894764797,-323.546476322
1571.79289324,0,0,1969,-91.4697135005,-5.23542029871e-11,-1.61672412998e-11,-305.73739326
-67.906390238,0,0,0,-49.8225090903,291.9,-421.916400923,111.932519775
143.855853013,0,0,408,43.7424538598,-408.15,-172.606421179,272.869820332
-980.833257802,0,0,-1323,4.61630438317,407.638157561,139.05,-209.137719747
856.155176735,0,0,980,30.5483123621,-155.8,-53.7308337633,55.1376981362
374.151722449,0,0,626,-86.7254684539,-5.14979370737e-11,-2.31367543375e-11,-165.122809097
1350.23014035,0,0,280,156.721467336,657.486486553,642.93725977,-386.915073306
1483.64283195,0,0,2022,97.5906358637,-393.75,-486.82661645,244.628812532
1057.19914269,0,0,1021,2.74493376198,69.2820323028,-31.6099272381,-4.21789613279
511.750059771,0,0,896,-61.6763650501,-635.2,418.607214462,-105.980789642
2189.6593903,0,0,1570,-15.8300509929,249.155508669,228.111091357,158.222841271
85.0022723001,0,0,0,-9.24342100849,83.2250413037,41.1362066798,-30.1155546749
-241.091224044,0,0,0,23.4676587378,-165.3,-208.060422983,108.801540201
-771.956696502,0,0,-1104,197.071643212,-419.4,291.226636626,263.14502366
732.68351711,0,0,720,-0.0539455496998,-20.1,28.7845896234,4.05287303615
-639.723796038,0,0,288,39.4002282898,-453.5,-191.784912421,-321.839111907
-1647.19315296,0,0,-673,-65.0454009325,-667.878791399,-221.6,-19.6689606319
2561.84639375,0,0,2832,-16.9832204158,-162.37976321,-72.4863262968,-18.3042963309
166.737718549,0,0,146,-11.9579923182,88.0,38.3052186752,-93.6095078085
-688.283437957,0,0,634,-158.756476291,-676.0,-381.837661841,-105.689299826
-219.972421161,0,0,89,-30.3460131126,2.14706757202e-11,-242.4,-36.2264080481
702.664776272,0,0,854,112.571589795,-9.91782754792e-13,-234.0,-29.9068135237
805.573341647,0,0,280,-43.1151908837,379.6,-192.147259084,381.235791615
1713.92167982,0,0,2100,86.4731825481,-1.43431168529e-11,-392.8,-79.7515027299
-17.0790737209,0,0,0,-7.3980404164,-188.4,126.006428407,52.712538288
484.879919775,0,0,247,0.0910260588468,6.17760200768e-12,196.4,41.3888937159
2465.9076486,0,0,2359,-15.0871726845,67.8963916567,42.8682574873,11.2301721451
315.535926841,0,0,918,46.2744293556,335.65,-593.658012837,-390.730489677
-683.035663365,0,0,-1002,-4.52201132147,144.6,160.536872329,18.349475627
3635.63073025,0,0,3288,23.4557344469,516.0,-171.40268376,-20.4223204412
-186.345687756,0,0,66,18.8538684551,-220.5,-105.217489041,54.5179328295
2692.18928193,0,0,2826,-23.2362717655,-99.6,37.6180807591,-48.5925270638
2346.11559235,0,0,2334,6.61745519367,30.35,-55.444142429,30.5922795889
1593.88248122,0,0,1358,5.03652226211,198.25,-92.3983991016,124.994358063
-433.601970182,0,0,-688,-152.524189237,-399.2,720.194296081,85.927922974
-394.098190416,0,0,-420,18.6647730261,-39.9,74.8592515374,-27.7222149793
925.224031997,0,0,882,-24.5149061984,-480.124483858,235.2,312.663422053
483.699598382,0,0,589,18.2861086501,-250.974162017,121.2,6.18765174896
-906.115931722,0,0,1026,87.525580153,-888.3,-535.845518783,-595.495993092
204.290542008,0,0,480,209.323338837,-348.6,-359.71077771,223.27798088
-345.494758778,0,0,280,55.4740464998,4.2564079199e-12,-449.6,-231.368805277
-462.79933567,0,0,-678,14.9533640065,177.8,89.8025612107,-67.3552608868
1189.18907483,0,0,724,43.8874766759,252.6,60.563656554,108.137941601
-968.449602581,0,0,0,-8.05507912298,-390.0,-264.104382773,-306.290140685
3573.89447702,0,0,3774,-61.1654240836,-258.0,103.944696834,15.1152042739
-292.633943207,0,0,0,-103.762372551,683.813658828,-336.8,-535.885229485
1642.95875693,0,0,692,-111.524178318,468.0,809.44584243,-214.962907178
1238.85575268,0,0,1233,-15.0928699035,-52.5677420097,28.7,44.8163645914
135.912079961,0,0,0,7.04975553884,83.2250413037,41.1362066798,4.50107643852
223.272432886,0,0,233,-11.5904530729,-225.253207524,174.590721403,52.52537208
-348.464220385,0,0,-360,-9.45664827632,-125.6,61.4954051164,85.0970227752
-875.812580223,0,0,-978,-47.6219417548,-88.9,122.672579939,116.036781593
1444.42384441,0,0,1071,3.3793143305,325.192539121,-167.0,211.851990959
606.450119089,0,0,656,-32.9403675562,-210.9,333.24441007,-138.953923424
789.362562885,0,0,759,30.3625628849,1.92463449596e-13,-5.88573240355e-14,9.22159039758e-15
3591.42267963,0,0,2099,125.681525442,842.642717882,225.0,299.098436302
993.567239235,0,0,684,14.2880018201,99.8,180.04857402,15.4306633945
924.284458885,0,0,876,-28.1558149798,-77.9,100.263100769,54.0771730963
64.4797204009,0,0,0,-142.86198875,-2.27137691131e-12,-1.02987897221e-12,207.341709151
2383.65249886,0,0,2516,3.9455900491,-479.7,300.378960648,43.0279481665
-69.3027022047,0,0,-150,-5.88933372631,40.6,9.8610056184,36.1256259032
-245.39288432,0,0,0,-59.8776528368,-558.6,194.030100758,179.054667759
2336.14685861,0,0,2160,2.50702389003,9.17527324263e-12,99.4,74.2398347152
354.1273727,0,0,480,3.97138853928,-34.9,-63.5579193698,-31.3860964694
581.525940602,0,0,462,11.4751338834,99.766126516,55.2,-46.9153197971
-298.167142893,0,0,0,67.5144642735,1.71700964582e-11,-215.4,-150.281607166
310.744150222,0,0,120,20.2722906903,194.0,-129.259119601,105.730979133
