value,anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
-401.801876721,0,0,0,-102.482208048,-890.0,473.761543395,116.918787932
71.6096545772,0,0,259,4.06682510693,1.71964550845e-12,-173.7,-17.7571705297
-129.760567499,0,0,0,4.39240326911,-135.2,60.6697618258,-59.6227325936
-292.193399814,0,0,-876,20.2264739528,347.9,463.837581784,-248.157455551
-4378.08184492,0,0,-4509,-11.0039621827,486.359866765,-274.0,-70.4377494978
-2569.92979319,0,0,-3028,-84.6642068994,413.1,115.769758874,13.8646548377
-5215.07585118,0,0,-4740,-34.5967940051,-238.0,-430.802918525,228.323861353
-537.701688404,0,0,-324,26.339747655,-230.75,77.3868944857,-86.6783305447
-331.460701058,0,0,0,115.821816365,-402.75,-689.381262223,644.8487448
-269.847765694,0,0,120,13.5161914449,-183.0,-65.4294546019,-154.934502537
1592.17427327,0,0,1446,16.3349301212,242.5,80.6221325494,-193.282789402
-4741.48256162,0,0,-4794,-7.93132450916,122.25,-59.243679424,-2.5575576885
1052.94546762,0,0,976,29.0370919911,-177.0,310.062190239,-85.1538146112
1035.18310469,0,0,1144,87.4173944741,789.3,-453.750421487,-531.783868296
-1036.61141574,0,0,789,-61.8747929398,-683.553851207,-555.728501608,-524.454269986
-1110.66213352,0,0,-285,-22.3037632618,-512.340628879,-246.3,-44.7177413824
-1303.88099349,0,0,-1314,59.7540213038,-169.567774061,148.436754209,-28.503994938
250.953233652,0,0,670,10.351763628,-316.099272381,-99.25,-14.0492575942
-3839.72566945,0,0,-3780,0.884506453733,-88.6,24.6395730938,3.35025100716
-5091.76267753,0,0,-4935,-21.6376688996,7.5835985338e-13,-2.08223610288e-13,-135.125008628
-12.7915235122,0,0,0,-14.421751155,85.1,39.5475500917,-123.017322449
-425.095685841,0,0,0,76.0172610201,1.81012570308e-12,-5.19573118475e-13,-501.112946861
-1607.8634042,0,0,-1200,-40.6776043289,-232.25,-76.3516183052,-58.5841815628
2513.96513091,0,0,4023,148.146000907,-812.33182875,-761.236329927,-83.6127113248
-132.384624439,0,0,0,3.8624047928,-135.2,-60.6697618258,59.6227325936
-289.692113477,0,0,0,32.5188210957,-193.8,-86.6912913735,-41.7196431996
-137.753996083,0,0,0,-8.36074366335,-209.404942635,74.25,5.76169021551
-1514.72642748,0,0,-1614,-5.16386797984,-314.8,196.858527882,222.378912621
977.772925387,0,0,913,17.1324908324,-9.27556640131e-12,-4.20975249958e-12,47.6404345551
-682.82456876,0,0,-550,-11.8643699844,-169.567774061,85.7,-37.0924247146
-3093.37331753,0,0,-3099,-90.0694909824,-2.08685596472e-11,-8.68817823039e-12,95.6961734541
-2472.67672184,0,0,-2568,-23.7109736551,244.5,-161.856742214,36.3909940336
1037.4149875,0,0,822,2.18620689362,97.5,167.781316026,-52.05253542
-268.447915383,0,0,0,8.83971368186,-146.53149832,-100.63215192,-30.1239788248
-797.51130284,0,0,-656,-177.280148176,-358.0,584.385124905,-190.616279569
129.996175309,0,0,198,13.4734632299,265.5,-451.473731208,104.496443287
-5182.51273572,0,0,-4923,6.95180359465,-272.624797111,241.101472414,-234.941214616
-2138.43660716,0,0,-1906,-239.45141293,715.510188607,-387.373163113,-321.122219723
-2881.85205114,0,0,-2626,-41.319690494,311.24953012,-258.248775409,-267.53311536
833.995910722,0,0,128,24.4761414625,789.0,-396.686904246,289.206673505
2350.73088142,0,0,2926,19.7278412934,-316.099272381,-99.25,-179.647687488
637.955689163,0,0,0,62.3604139003,219.6,312.380412222,43.6148630404
1548.01079812,0,0,893,-30.1978710269,316.965297785,218.931222077,149.312149283
-2372.93075315,0,0,-2278,-16.3523145755,-63.6528671782,22.65,-37.5755713966
-733.857653435,0,0,-878,4.29093053856,-1.72767003565e-12,171.4,-31.5485839741
-5.7845090657,0,0,0,-34.2869434033,288.4,-64.3941784215,-195.503387241
491.907795168,0,0,-522,201.61614557,308.7,447.706620485,55.8850291132
-3609.72157725,0,0,-3531,-78.7215772514,4.21578718962e-11,1.81617617767e-11,-4.86919567341e-13
-150.379385497,0,0,0,-2.3292029181,-80.4,-28.7806778154,-38.8695047639
-1447.98277304,0,0,-284,-95.8655092625,-564.0,-387.777358803,-116.339904974
25.7951177826,0,0,0,0.698773300309,117.086634592,-74.3049796447,-17.6853104647
806.368180594,0,0,663,-13.5025374853,683.553851207,-320.85,-205.833133128
1954.06486839,0,0,1551,53.8911060805,316.965297785,-126.4,158.608464527
915.86812149,0,0,0,-64.0782875224,674.806994629,613.838806202,-308.699391819
-2.16715848463,0,0,0,5.14143879081,-96.9,118.422506303,-28.8311035785
-783.082524943,0,0,-708,-64.7547401965,338.8,-480.065135666,130.937350919
33.0759341467,0,0,1196,154.770733873,-798.0,-393.858477121,-125.836322605
1542.55427762,0,0,1620,-7.31453630643,-45.95,17.9620417301,-42.1432278069
-3461.8909483,0,0,-3112,18.6427970559,-249.5,-242.447382399,123.413637041
473.375294324,0,0,-82,-48.0712495735,602.580475953,-415.865398897,416.731466842
995.338704426,0,0,976,8.28656311644,-203.75,283.982192929,-69.1800516193
1347.32702207,0,0,1317,-164.51195521,-6.92656270678e-12,438.0,-243.161022725
535.518403818,0,0,716,5.05552360209,-97.5,-167.781316026,79.7441962421
1.76520279421,0,0,0,2.42922359197,37.7,-10.04217895,-28.3218418478
441.553976472,0,0,224,14.5558184681,-183.0,244.186048886,141.812109118
4338.89032961,0,0,4458,5.81048822033,-83.3,-21.6374675043,-19.9826911018
25.9867944886,0,0,0,0.186355567162,1.94474285649e-13,7.70039595702e-14,25.8004389214
-1445.3787025,0,0,-1411,148.963939255,1.49211780612e-11,-299.0,115.657358245
2837.96826657,0,0,2978,-31.20079107,-2.08597386775e-11,-7.30208439612e-12,-108.83094236
285.542959309,0,0,325,30.1379110632,-5.02097834672e-12,1.73402093723e-12,-69.5949517545
20.1424012908,0,0,0,-9.44168739256,35.75,14.4679846212,-20.6338959379
-452.708640651,0,0,0,22.6928106346,-291.5,-171.473394438,-12.4280568475
-160.752996363,0,0,0,-5.33932375058,-37.65,-69.9330298233,-47.8306427886
-1335.22243267,0,0,-1389,15.3775673284,1.21537738831e-12,175.2,-136.8
26.6275535947,0,0,0,-4.27123031669,-37.7,37.47792206,31.1208618514
-460.142738242,0,0,0,19.6222484035,-252.446405203,-121.25,-106.068581442
516.340618807,0,0,376,-2.64587429991,115.4,-71.9834703248,99.5699634313
-220.32649315,0,0,0,51.0455481188,-167.835723253,-61.3,-42.2363180157
-773.980033663,0,0,-1384,2.83794957952,716.0,-427.799602618,318.981619376
694.595506151,0,0,-411,-12.8386421027,664.241484703,296.0,158.192663551
-4041.77805934,0,0,-2730,-20.9887339955,-896.0,-545.886435076,151.09710973
-2197.39144167,0,0,-1911,-9.12194344496,-2.90853521311e-12,1.22951715827e-12,-277.269498225
229.944232078,0,0,0,-20.176295584,-242.5,120.73908454,371.881443121
2177.11677253,0,0,1930,-17.6646585083,294.448637287,198.493022547,-228.160228795
-1816.09534545,0,0,-117,-119.09848854,-664.241484703,-512.68703904,-403.068333163
1918.63699388,0,0,1994,4.9054856171,-3.58602818024e-11,1.13353887248e-11,-80.2684917367
3854.79048931,0,0,3891,-4.52435354412,-4.58198570438e-12,-2.18124469161e-12,-31.6851571459
-214.375876401,0,0,0,-1.21586701856,-137.35162904,-30.2,-45.6083803422
-353.524061317,0,0,-400,-59.6668823155,-249.5,242.447382399,113.1954386
-1247.97911023,0,0,-1780,-24.6336830944,282.0,141.936364334,132.718208532
2624.37738925,0,0,2724,-0.380663592409,-41.75,-76.79110319,19.2991560311
736.02021556,0,0,0,-93.4272235919,276.0,454.371508686,99.0759304652
-913.230655512,0,0,-136,-152.260558224,-413.1,-432.058622099,220.188524811
-0.269773517654,0,0,0,-4.27144039282,42.8682574873,-33.9481958284,-4.91839478381
-3921.77682562,0,0,-3064,-135.68739279,-282.0,-529.713723137,89.6242903096
86.2283694736,0,0,287,-52.6143923937,-82.5322209807,-33.9,-31.7250171521
98.674163404,0,0,0,-13.3541998727,485.0,-329.865313424,-43.1063232998
2393.15735655,0,0,2436,-79.0289826268,203.75,-283.982192929,116.418532108
621.574348669,0,0,520,4.84820492706,115.4,-71.9834703248,53.3096140668
1680.66451638,0,0,1431,-88.0208174578,827.054260614,-460.0,-29.3689267795
954.543845695,0,0,1870,193.327048199,-691.08827222,-278.5,-139.194930284
-4129.65299802,0,0,-4839,-57.4058475202,534.684084297,401.402774654,-169.334009454
-111.023953493,0,0,-316,107.661846375,232.25,-76.3516183052,-58.5841815628
702.135778965,0,0,584,27.1295082902,-183.0,244.186048886,29.8202217889
-433.996386,0,0,-621,-39.7624965306,179.094053503,-87.6,135.272057028
-2367.16311686,0,0,-2982,78.4987844245,602.580475953,240.1,-306.342377238
1912.67818059,0,0,1926,-3.78361988779,41.65,-29.5573302844,-21.6308692385
87.9101639972,0,0,-494,2.93578767157,8.84306480288e-12,548.4,30.5743763256
2598.19060925,0,0,2906,-7.35155203916,2.82576123407e-12,-1.25118133441e-12,-300.457838712
-229.012560704,0,0,-951,-107.817044901,486.359866765,474.581921274,-131.137303842
2621.55756091,0,0,2919,84.7293024847,1.15933275363e-11,-4.80832867372e-12,-382.171741575
-49.9152616442,0,0,0,3.90075910821,-8.70302913431e-12,-1.65719722482e-12,-53.8160207524
50.413166828,0,0,0,-18.3600421961,137.35162904,-52.3079343886,-16.2704856275
1801.09661683,0,0,1636,27.6213334952,297.5,112.845103665,-272.869820332
874.465395233,0,0,888,-4.25325894853,-45.95,-17.9620417301,54.6306959118
-926.873830623,0,0,-852,-64.7700672449,-272.25,123.223747373,138.922489249
4020.68885654,0,0,3861,-31.1015432111,436.99641875,-118.8,-127.406019
3928.71776416,0,0,3939,16.5070593754,72.313121216,-68.8490196009,-30.2533968309
-327.127559521,0,0,0,20.7116393722,-276.0,-454.371508686,382.532309793
-1619.23857032,0,0,-1192,96.6729641488,-249.5,-242.447382399,-31.9641520702
-50.0352482579,0,0,0,10.5376913552,-1.40365136516e-13,-55.9,-4.67293961308
372.422078769,0,0,610,97.179070435,-583.8,347.472272275,-98.4292639412
1115.36867113,0,0,0,173.288291821,805.5,-504.662109733,641.242489044
-1050.64106376,0,0,-552,-121.341364218,-338.8,128.633065416,-167.132764954
3488.5226967,0,0,2744,30.4899338215,407.5,207.889393669,98.6433692101
-5042.01745211,0,0,-4785,-0.123786688336,-512.340628879,246.3,9.14696345498
-703.561615453,0,0,-762,-1.96907995023,79.5,-17.1855845948,-1.90695090809
196.932587274,0,0,-222,-53.3084581199,295.8,127.494261618,48.9467837767
1240.90389279,0,0,1248,-12.9676533639,-252.3,229.503976326,28.6675698245
-501.540786768,0,0,354,-37.3854060246,-504.6,-168.00857121,-145.546809534
5136.91588165,0,0,5016,-26.6717031007,531.0,-330.501709527,-52.9107057252
4228.79828434,0,0,4083,0.475195354432,459.85948941,-404.780273729,90.2438733018
-715.645589338,0,0,-832,-18.7053858719,582.6,-323.289220358,-124.250983108
174.250878556,0,0,0,27.9444361519,96.9,31.7312149296,17.6752274749
-206.560125558,0,0,177,-192.769725808,-436.99641875,118.8,127.406019
-906.07329421,0,0,-925,18.9267057899,-6.84795808928e-12,2.68699488364e-12,-8.29747547542e-13
2947.65714854,0,0,2672,18.4281891288,789.0,-396.686904246,-135.08413634
2297.45200945,0,0,2688,-40.6015391281,-277.2,-66.4647307823,-6.28172063842
2382.93876767,0,0,2445,69.4799743187,-71.7069034334,-26.95,-32.8843032178
-122.654453557,0,0,258,44.6049445359,-480.124483858,222.395323692,-167.530237926
-483.586204507,0,0,-363,-4.56978295741,-1.73131543721e-12,-6.35388943567e-13,-116.01642155
-278.476679002,0,0,0,40.1043129389,-288.4,64.3941784215,-94.5751703625
52.8438355585,0,0,0,-21.5178773465,65.211712905,36.2,-27.05
-161.743520952,0,0,-454,309.451771214,-602.580475953,240.1,345.285183787
207.136290198,0,0,0,43.3261838581,-320.25,434.087066334,49.9730400054
3596.46161602,0,0,3104,96.4391374045,577.5,-333.118004617,151.64048323
1773.1133562,0,0,1527,31.040156079,252.273200122,-124.2,87.0
-23.0589555021,0,0,-27,29.7971653671,-342.253239576,243.179933383,73.2171853237
-3686.24217276,0,0,-3768,-38.0545880025,-197.6,271.231972022,46.1804432193
-1278.79775481,0,0,0,-376.999833553,-795.011320674,-456.395387794,349.608787214
-138.618324949,0,0,0,-6.0665158336,-75.3,-51.1945309579,-6.05727815719
1465.96414049,0,0,1446,-5.2189314558,41.4,13.950346531,-30.1672745812
-130.777195292,0,0,0,-18.7488320155,-485.0,329.865313424,43.1063232998
36.6785856302,0,0,0,4.27710122493,61.9208163706,-27.95,-1.56933196531
-3906.16258164,0,0,-3744,60.7619908541,-247.5,-108.315770375,132.891197881
-70.6773472411,0,0,0,72.5967360192,-770.762609368,335.0,292.488526108
-44.7774927972,0,0,0,-57.7692612931,-389.6,183.450939169,219.140829327
373.406979032,0,0,0,37.4486216903,380.358357342,-161.7,117.3
1704.59792828,0,0,1664,177.614802719,-457.0,654.897710224,-334.914584663
-86.3460919544,0,0,0,-12.3828652429,-65.211712905,-62.700239234,53.9487254275
64.0477896486,0,0,0,3.4748500355,2.3823126946e-12,55.9,4.67293961308
1545.59978965,0,0,1464,-97.7034674756,-239.85,109.94633036,309.206926764
1353.61622901,0,0,876,53.1489217027,289.8,248.146344774,-113.479037463
-3306.98180278,0,0,-3294,23.8715968028,602.580475953,-240.1,-399.333875538
-443.034790765,0,0,-798,-11.1353722822,295.8,127.494261618,-57.1936801006
-112.705597481,0,0,0,-6.40681356918,-37.7,-37.47792206,-31.1208618514
211.405145179,0,0,0,27.5533651644,66.4,63.5579193698,53.8938606452
-44.25512141,0,0,0,4.13549047848,2.51686553048e-12,-85.8,37.4093881115
1803.09417591,0,0,1857,-2.04295880285,2.53043995442e-12,-30.6,-21.2628652825
43.4441279352,0,0,0,-0.578979395924,75.4,-27.43574311,-3.94114955884
-2729.43608055,0,0,-2958,39.9304844731,432.146676488,-125.5,-118.013241515
-144.616511526,0,0,0,8.35995385081,1.00762484389e-11,-137.4,-15.5764653769
-1505.6307318,0,0,-777,247.70584789,7.6272892321e-12,-800.1,-176.236579693
1426.27829274,0,0,1429,-2.72170726109,-1.02960579127e-11,4.8634645417e-12,5.81492086095e-13
1460.8812272,0,0,1512,5.71974326432,-41.4,-13.950346531,-1.4881695322
-655.536545455,0,0,-216,-62.2368459174,-338.8,128.633065416,-167.132764954
-526.361691319,0,0,0,36.0039535209,-462.544168161,-343.119264979,243.297788301
-2623.49188933,0,0,-2739,-7.71487123656,-4.21445613366e-11,-1.81560275401e-11,123.222981909
1771.89699963,0,0,1844,64.1900908194,-479.7,300.378960648,43.0279481665
-349.319037457,0,0,216,-107.794320789,-297.5,112.845103665,-272.869820332
4634.23758068,0,0,3759,-36.6219613973,459.85948941,404.780273729,47.2197789406
2975.93975475,0,0,1228,-177.828841193,914.0,479.418397644,532.350198294
-3491.79969344,0,0,-3236,17.579419495,-564.0,387.777358803,-97.156471735
4046.8641341,0,0,4281,-19.9481374786,-459.85948941,233.7,11.9717609925
-6.57283122943,0,0,0,-6.57283122943,3.1547525683e-13,-1.09082240546e-13,3.57107006631e-14
223.760717155,0,0,180,9.10484129099,-392.5,113.362741755,313.793134109
2233.07653376,0,0,1950,18.0315821294,265.5,120.972021681,-121.427070048
12.5455525255,0,0,0,-0.204264895233,80.4,-28.7806778154,-38.8695047639
532.281319519,0,0,517,-60.2144510874,-5.13777165756e-12,2.19056381692e-12,75.4957706065
-817.487418051,0,0,0,-25.9757841237,-587.511633927,-324.8,120.8
11.5844495617,0,0,0,-1.85033170294,-65.211712905,62.700239234,15.9462549356
43.1224002259,0,0,0,-10.6936205266,-6.20747380872e-13,-1.18200320948e-13,53.8160207524
-282.926260996,0,0,420,-478.234521841,-477.5,238.113521494,14.6947393506
682.6300381,0,0,569,67.2326046023,82.5322209807,-58.7165223766,22.581734894
-1.48524545232,0,0,43,-9.88524545232,8.16961879711e-14,-67.8,33.2
823.415296015,0,0,900,-10.0289048811,-41.4,13.950346531,-39.1061456347
-125.227027451,0,0,-90,29.7630462256,-63.6528671782,-39.2309507914,37.8937442929
300.903714213,0,0,0,564.719207249,8.81971412843e-12,-3.68507799496e-12,-263.815493036
-4121.81001104,0,0,-3777,-101.929723356,-527.409470905,258.0,26.5291832232
962.394951735,0,0,1031,-6.5077212973,-67.290173874,-30.8,35.9928469068
-1098.25354612,0,0,-1194,77.08060731,272.25,-459.877285896,206.293132468
640.188901155,0,0,0,-65.5596077561,276.0,121.748478816,308.000030095
3453.97869017,0,0,3326,41.4331568315,1.03258009036e-11,229.2,-142.654466665
692.671538123,0,0,1532,-14.9564010505,-579.6,-181.655732087,-63.1163287396
-341.453121166,0,0,-366,-0.654738258145,88.6,24.6395730938,-88.0379560017
142.8374316,0,0,0,14.3192616782,61.9208163706,48.4108200715,18.1865334795
-954.633309173,0,0,-886,52.3268896024,-169.567774061,85.7,-37.0924247146
4666.95755267,0,0,4296,-19.3582649966,501.0,-96.3079435976,-14.3762387317
4124.77682373,0,0,3978,-6.25459138585,98.6,138.706948655,-84.2755335371
-946.957218902,0,0,-502,19.193051003,-715.510188607,223.65,27.7099187018
-641.912689081,0,0,-708,31.7907724874,232.25,-284.948118755,86.9946571865
3429.34394317,0,0,2768,16.9061042099,595.0,-308.298556597,357.736395562
881.319036964,0,0,0,142.901182845,445.0,647.170303614,-353.752449495
1326.34294894,0,0,1440,5.5238301513,-177.0,-83.0809134779,140.900032262
4247.87909775,0,0,4284,-10.1594183088,-41.4,13.950346531,1.4881695322
-3083.97558108,0,0,-3696,63.2409092706,-448.0,745.694737895,251.088771755
-3759.99444407,0,0,-4218,-5.45011062699,448.0,-199.808302819,215.263969373
-205.056702729,0,0,0,-311.577827394,-795.011320674,456.395387794,445.137057545
-140.543115753,0,0,0,2.2983315133,-160.8,-78.6302740679,96.5888268016
962.002374381,0,0,0,115.740127641,770.762609368,335.0,-259.500362628
-434.740159835,0,0,0,-52.7487142437,-252.446405203,-121.25,-8.29504038809
2476.09867857,0,0,2286,-0.789682281813,501.948324033,-128.45,-182.609963186
-47.9789930678,0,0,0,-6.61919056001,420.022320835,-404.000850865,-57.3812724778
1815.67584651,0,0,2439,39.7048956473,-433.878727296,-117.952659995,-111.197661846
424.583799724,0,0,488,-72.5154668057,-98.6,172.900722906,-65.201456376
517.490193239,0,0,0,-20.5363845806,558.32657782,-242.55,222.25
22.1827354813,0,0,249,18.3988824522,-420.022320835,155.75,19.0561738645
179.339627617,0,0,0,6.16192974194,-9.9480253585e-12,396.2,-223.022302125
-2977.56842314,0,0,-2904,-7.24156205994,-79.5,64.1374748656,-50.9643359442
522.676252701,0,0,480,-11.1916939326,83.3,-21.6374675043,-7.79458586214
-406.96675172,0,0,0,9.45985364136,-267.05,-382.699812376,233.323207014
-558.509637349,0,0,0,-42.1470731132,-339.2,-168.128851699,-9.03371253716
-4.23465366312,0,0,0,-4.36651989606,-160.8,78.6302740679,82.301592165
-1487.78785405,0,0,-2187,69.438472321,-749.025371733,692.906925568,685.892119797
66.6061218025,0,0,0,-4.90608543077,241.8,-105.005357006,-65.2824357605
512.832094606,0,0,0,12.783086952,242.5,-120.73908454,378.288092195
1081.87736643,0,0,1271,-1.67613133632,-99.9393315967,-50.9,-36.6071706415
-450.038263497,0,0,0,-68.0311121206,-231.9,-135.764501988,-14.3426493888
197.512242484,0,0,858,-18.6319589425,-352.905352042,-254.611468713,-34.3389778189
2794.30568876,0,0,3284,-70.5692765492,-425.5,190.211724139,-183.83675883
652.708205711,0,0,0,27.2079639065,562.2,332.198765801,-268.898523997
3409.93114595,0,0,3074,54.4718122624,-1.86538200446e-11,-6.83450885668e-12,281.459333688
-325.093008877,0,0,-704,45.0607923631,464.5,-208.59650045,77.9426992095
-3045.86603329,0,0,-2710,-78.1049155565,-586.818813604,248.5,80.5576958728
580.757533912,0,0,0,-44.897589677,322.35,125.553118779,177.75200481
1731.37180646,0,0,30,-12.237303375,477.5,888.651760186,347.457349647
-1208.51543303,0,0,0,-43.7282505427,-678.4,-459.336565059,-27.0506174266
3033.44010709,0,0,2600,1.56514177971,425.5,190.211724139,-183.83675883
-76.5097960152,0,0,0,-5.05786287986,-209.404942635,74.25,63.7030094998
1662.3609896,0,0,1568,24.1189213768,-45.95,67.0352523445,49.1568158789
-173.732216519,0,0,1365,249.175956277,-812.33182875,-439.5,-536.076344046
-947.877216082,0,0,-450,12.3089501381,358.0,-584.385124905,-283.801041315
-1504.8312148,0,0,-2502,107.867595406,589.849902518,181.3,118.15128728
-661.883949734,0,0,-204,134.227610753,-304.5,-498.417726365,210.806165879
-2761.02472876,0,0,-3471,-22.8419861096,527.409470905,446.869108353,-241.461321909
14.9615651557,0,0,0,-8.2819859481,120.9,-143.439985204,45.7835363077
-1851.31197562,0,0,-1308,-10.956352216,-344.25,165.618306961,-353.723930364
-265.851654789,0,0,0,47.8664322749,-219.6,83.7020791862,-177.82016625
435.570035195,0,0,397,-4.89979522988,-8.98084953913e-14,3.3910280632e-14,43.4698304252
102.144010039,0,0,0,4.4344403673,139.256884929,-96.3020249008,54.7547096438
-922.871071942,0,0,0,-16.9053880615,-322.35,-468.570618333,-115.045065548
-196.584529999,0,0,0,11.2535388133,-258.6,335.562632053,-284.800700865
1055.54422644,0,0,1822,-7.16172997726,-683.294043586,-280.5,204.5
-1957.44298036,0,0,-1986,0.426918111304,88.6,-24.6395730938,-35.830325379
-615.165834237,0,0,-432,2.16569992374,-88.6,-24.6395730938,-72.0919610671
-632.850332141,0,0,-301,6.83962455142,5.34804285535e-13,-2.33811129792e-13,-338.689956692
-3114.95428752,0,0,-2930,-42.1273483819,-7.27895987696e-12,-2.31140275964e-12,-142.826939135
20.4066126362,0,0,0,9.71085325944,79.3,-58.3419199079,-10.2623207154
1262.41820005,0,0,1912,-48.48215642,-170.0,-221.390199385,-209.709444143
222.298260396,0,0,0,16.4980893236,459.0,136.397636769,-389.597465697
56.3751702723,0,0,0,-0.589174922367,79.3,-58.3419199079,36.0062651026
437.429210814,0,0,600,154.189202482,-288.75,121.929652148,-149.939643815
-2529.33583513,0,0,-2595,-4.38793595654,-3.12490674445e-12,-8.39421902008e-13,70.0521008291
1647.50418476,0,0,1561,-11.1835920424,-8.59422815856e-12,-3.790695089e-12,97.6877768006
2360.66764783,0,0,2982,-6.40921791249,-938.0,621.546860663,-298.469994925
-1276.63877262,0,0,-766,-81.1906989454,-602.580475953,-240.1,413.232402279
783.221972557,0,0,0,3.67851124267,-389.6,684.648225674,484.495235641
83.7108964149,0,0,0,7.64687561715,37.7,10.04217895,28.3218418478
-4287.23576669,0,0,-4758,-36.4275441578,238.0,115.433294116,153.758483351
1595.03449793,0,0,1490,23.4643549727,-1.0729713384e-11,-2.91760014619e-12,81.5701429541
-2754.22996146,0,0,-2496,-1.47405673195,-249.5,-64.9635803207,57.7076755917
-2107.90911007,0,0,-1974,-14.8748582521,-244.5,161.856742214,-36.3909940336
104.16544623,0,0,0,-4.9022039088,139.256884929,-96.3020249008,66.1127901113
-4774.67774456,0,0,-4374,4.09396321534,308.7,-447.706620485,-265.765087287
-4325.65702603,0,0,-2799,1.58381701115,-775.958761791,-668.571611722,-83.7104695327
3370.30438578,0,0,3633,-19.6124351841,-433.878727296,68.1,122.695548263
-286.92606599,0,0,0,11.0424789556,-322.35,468.570618333,-444.189163278
-834.173039371,0,0,-1240,24.5835802933,461.5,-211.424927575,131.16830791
-3845.27809871,0,0,-3375,3.3700918445,-211.743211225,-198.233214926,-63.6717644073
690.307086792,0,0,888,-1.25712837638,-242.5,300.885894889,-254.821679721
-2730.95240778,0,0,-2697,-2.12370040753,-153.459701551,47.6,74.0309941787
-3118.38031019,0,0,-3135,-7.3635368272,-3.87053099344e-12,1.69371253458e-12,23.9832266397
234.103194127,0,0,0,-167.758187861,-8.97107712396e-13,2.57503139669e-13,401.861381989
1264.3826042,0,0,1335,29.7697665476,-9.80436437001e-13,1.3326890491e-13,-100.387162349
16.5167768531,0,0,0,-9.78187800584,61.9208163706,-27.95,-7.67216151169
-1690.99691155,0,0,-2462,-10.3761677709,4.12887295918e-11,447.3,334.079256218
-5467.79075969,0,0,-5022,-74.5914129896,448.0,-745.694737895,-73.5046088091
-67.6192337358,0,0,0,-42.1068698757,1.1716158885e-12,2.90257249486e-13,-25.5123638601
2374.43264659,0,0,2346,13.6910169757,41.65,-7.91986278014,-18.9885076025
-177.335487809,0,0,-512,34.2677764983,-383.5,571.828089163,112.068646529
104.232205466,0,0,0,18.4626059923,-85.1,147.593466257,23.2761332168
